stem,style,lpips,ssim,histogram_distance
thanh1+𫛈,thanh1,0.12731894850730896,0.5381546686003634,0.26109734894222947
thanh1+󱡑,thanh1,0.0877467468380928,0.7248952270307097,0.11874713333730119
thanh1+𬆅,thanh1,0.07411661744117737,0.7129362887851515,0.09949309200839318
thanh1+𬖵,thanh1,0.11901867389678955,0.5095485362052918,0.30177236837289784
thanh1+𰇵,thanh1,0.08790571987628937,0.6260928955394036,0.1050281051287499
thanh1+󰂛,thanh1,0.06981285661458969,0.7739027276080325,0.11287312963340164
thanh1+𪡱,thanh1,0.06711488217115402,0.7820568354207054,0.13297372288244916
thanh1+󱥪,thanh1,0.08929592370986938,0.6874764616706525,0.10972233939909048
thanh1+󱭷,thanh1,0.11310622096061707,0.6463089637911166,0.28652118970270485
thanh1+󱪎,thanh1,0.09606359899044037,0.6633846570406864,0.18275614158188272
thanh1+𠵴,thanh1,0.11613024771213531,0.6814677649712955,0.1410026370070283
thanh1+󱰐,thanh1,0.12430454790592194,0.5446695861172718,0.239205740414844
thanh1+󱚑,thanh1,0.09441594034433365,0.7429694611064909,0.13160919452347722
thanh1+󱝑,thanh1,0.08750765025615692,0.6801139014656697,0.10242237888945054
thanh1+𠶒,thanh1,0.14088721573352814,0.5903370271471314,190.86693558954627
thanh1+󱝷,thanh1,0.11867373436689377,0.5089796791112212,0.21843050687835866
thanh1+󱛕,thanh1,0.07546365261077881,0.6872249971397648,0.18791090342778105
thanh1+𠷦,thanh1,0.07383334636688232,0.7362831647363847,0.15024844316286756
thanh1+󱦗,thanh1,0.12647733092308044,0.5313098204455478,0.205035032588783
thanh1+𫧾,thanh1,0.09576553106307983,0.6226229811321881,0.18033985090679594
thanh1+󱜲,thanh1,0.08915893733501434,0.7269961111451979,0.1182587266377515
thanh1+𢲠,thanh1,0.08650370687246323,0.7075561051384894,0.1302904752519675
thanh1+󱳒,thanh1,0.08133041858673096,0.6322974526367571,0.2000855665260001
thanh1+𪡈,thanh1,0.07901843637228012,0.6933104975248969,0.08475579358278917
thanh1+𬄹,thanh1,0.10355960577726364,0.704832515611049,0.22771958886504598
thanh1+󱯠,thanh1,0.1062762439250946,0.5354652554912972,0.2255998982698361
thanh1+󱞟,thanh1,0.10628031939268112,0.6259509694751719,0.26374238556014457
thanh1+𪤲,thanh1,0.08100992441177368,0.6410504226900191,0.1081264860200335
thanh1+𬞰,thanh1,0.06557575613260269,0.6570806138521001,0.1931054199755408
thanh1+󱋠,thanh1,0.10046251863241196,0.6793223306876579,0.12817274694509098
thanh1+𬂨,thanh1,0.09527166932821274,0.7029535668679049,0.17092421151768478
thanh1+󱟱,thanh1,0.09367118775844574,0.7343134468610353,0.08352789066987647
thanh1+𢲾,thanh1,0.15425729751586914,0.5793596441077495,0.4003982568194347
thanh1+󱰶,thanh1,0.11750446259975433,0.6030922584533522,0.22325254654244775
thanh1+󰮦,thanh1,0.12042674422264099,0.5643944269523952,0.43931893417674245
thanh1+𰈨,thanh1,0.08917178213596344,0.7029434999399887,0.1540557436104607
thanh1+𪖺,thanh1,0.09626986086368561,0.6628128971760484,0.23928715793715316
thanh1+󱝗,thanh1,0.0800798088312149,0.6561535676909102,0.1880812157817002
thanh1+󰨑,thanh1,0.09561975300312042,0.6612402404023262,0.17604058231072806
thanh1+󰣡,thanh1,0.09450284391641617,0.6235575323429899,0.19850170938573267
thanh1+𠹰,thanh1,0.10230351239442825,0.5835184128019907,0.14202825443483744
thanh1+𫵞,thanh1,0.10373307764530182,0.6794812900657863,0.18025970309231412
thanh1+󱧨,thanh1,0.08433076739311218,0.7135439917844474,0.14405592470580672
thanh1+𪶩,thanh1,0.1153016984462738,0.6289016159432046,0.14506166830083456
